type_of_property,price,bedrooms,energy_class,surface_of_the_plot,living_room_surface,number_of_frontages,building_condition,bathrooms,toilets,kitchen_type,heating_type
apartment,215000.0,2,B,0,0,2,Good,1,2,Semi equipped,Gas
apartment,200000.0,2,NS,0,30,2,0,1,1,Installed,Gas
apartment,365000.0,2,NS,0,40,2,To renovate,0,2,0,Gas
apartment,415000.0,2,NS,0,50,2,To renovate,2,3,0,Gas
apartment,319000.0,3,B,0,0,2,Good,1,0,0,Gas
apartment,330000.0,2,A,0,30,2,As new,1,1,Hyper equipped,0
apartment,250000.0,1,A,0,24,2,As new,1,1,Hyper equipped,0
apartment,375000.0,2,A,0,24,2,As new,1,1,Hyper equipped,0
apartment,420000.0,2,A,0,24,2,As new,1,1,Hyper equipped,0
apartment,250000.0,1,A,0,38,2,As new,1,1,Hyper equipped,0
apartment,395000.0,2,A,0,34,2,As new,1,1,Hyper equipped,0
apartment,190000.0,2,C,0,27,0,To be done up,1,2,0,Gas
apartment,375000.0,2,D,0,100,0,As new,2,2,Installed,Gas
apartment,165000.0,0,C,0,0,0,Good,1,1,0,0
apartment,625000.0,4,C,0,67,2,0,2,3,Installed,Gas
apartment,239000.0,2,C,0,0,2,Good,1,0,0,Gas
apartment,15000.0,2,NS,0,29,4,To be done up,1,1,Semi equipped,Gas
apartment,179000.0,1,A,0,0,2,As new,1,1,Installed,Gas
apartment,165000.0,1,G,0,17,2,To renovate,1,1,Installed,Gas
apartment,219000.0,2,E,0,0,2,0,1,0,Installed,Gas
apartment,695000.0,3,D,0,55,4,Good,3,3,Installed,Gas
apartment,199500.0,1,NS,0,0,3,0,1,0,0,0
apartment,297500.0,2,NS,0,0,3,0,1,0,0,0
apartment,234000.0,1,B,0,0,2,As new,1,1,USA installed,Gas
apartment,139000.0,0,C,0,0,0,Good,1,1,0,Electric
apartment,346000.0,2,NS,0,41,0,0,1,1,Installed,Gas
apartment,119000.0,3,C,0,28,0,To be done up,1,1,Not installed,0
apartment,260000.0,3,B,0,0,2,To be done up,1,1,Semi equipped,Gas
apartment,195000.0,1,B,0,21,3,0,1,2,0,0
apartment,297500.0,2,NS,0,0,3,0,1,0,0,0
apartment,215000.0,2,C,0,24,3,Good,1,1,Installed,Electric
apartment,381850.0,2,NS,0,0,2,0,1,0,0,0
apartment,260850.0,2,NS,0,0,2,0,1,0,0,0
apartment,326890.0,2,NS,0,0,2,0,1,0,0,0
apartment,198690.0,2,NS,0,0,2,0,1,0,0,0
apartment,545000.0,2,A,0,0,4,As new,2,0,Installed,0
apartment,155000.0,2,NS,0,0,0,Good,1,0,0,0
apartment,198000.0,3,NS,0,0,0,As new,2,0,0,Gas
apartment,209000.0,2,B,0,31,2,Good,1,1,Installed,Gas
apartment,120000.0,2,D,0,30,0,Good,1,0,0,0
apartment,199000.0,2,C,0,0,0,0,1,1,Not installed,Electric
apartment,680000.0,4,G,0,0,0,To renovate,2,0,Not installed,Gas
apartment,323000.0,2,B,0,0,3,0,1,1,Hyper equipped,Electric
apartment,299000.0,3,D,0,34,2,0,1,2,Installed,Gas
apartment,435000.0,2,B,0,50,4,Good,2,2,Installed,Gas
apartment,289000.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,298000.0,1,B,0,0,2,Good,1,1,Semi equipped,Gas
apartment,145000.0,3,D,0,0,2,Good,2,2,USA installed,Gas
apartment,159000.0,1,C,0,0,0,Just renovated,1,1,0,Gas
apartment,25000.0,3,G,0,30,3,Good,1,1,0,Gas
apartment,215000.0,2,E,0,0,2,Good,4,2,Installed,Electric
apartment,349500.0,3,NS,0,0,0,As new,0,0,Hyper equipped,0
apartment,349500.0,2,NS,0,0,0,As new,0,0,Hyper equipped,0
apartment,249000.0,3,C,0,28,0,To restore,1,1,0,Gas
apartment,125000.0,1,C,0,25,0,As new,1,1,Installed,Gas
apartment,500000.0,2,A,0,30,2,As new,1,0,Hyper equipped,Gas
apartment,315000.0,2,D,0,36,2,As new,1,1,Hyper equipped,Fuel oil
apartment,187500.0,1,C,0,0,0,Good,1,1,0,Electric
apartment,250000.0,3,E,0,27,2,To renovate,2,1,0,Gas
apartment,200000.0,1,NS,0,20,4,To be done up,2,1,0,Gas
apartment,400000.0,2,D,0,0,2,Good,1,0,0,Gas
apartment,169000.0,2,F,0,23,0,Good,1,1,0,Gas
apartment,179000.0,2,C,0,0,0,Good,1,2,0,Gas
apartment,190000.0,1,D,0,28,2,Good,2,1,Hyper equipped,Gas
apartment,345000.0,1,B,0,0,2,As new,2,1,Hyper equipped,Gas
apartment,295000.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,255000.0,2,B,0,0,3,Good,1,0,0,Gas
apartment,159000.0,2,B,0,0,0,Good,1,0,0,0
apartment,270000.0,3,NS,0,0,0,As new,2,0,0,Gas
apartment,260000.0,3,NS,0,0,0,As new,2,0,0,Gas
apartment,250000.0,3,NS,0,0,0,As new,2,0,0,Gas
apartment,229000.0,2,B,0,24,3,Good,1,0,0,Gas
apartment,199000.0,2,C,0,40,2,Good,1,1,Semi equipped,Gas
apartment,195000.0,2,NS,0,0,0,Good,1,1,0,0
apartment,199000.0,1,C,0,0,2,0,1,1,Installed,Gas
apartment,189000.0,2,C,0,0,2,Just renovated,1,1,0,Gas
apartment,590000.0,2,A,0,0,3,Good,2,1,0,Gas
apartment,329000.0,2,B,0,0,2,Good,1,1,0,Gas
apartment,299000.0,2,B,0,0,3,Good,1,0,Hyper equipped,Gas
apartment,260000.0,2,B,0,0,2,As new,1,1,Installed,Gas
apartment,229000.0,2,C,0,35,3,0,1,1,Installed,0
apartment,239000.0,2,B,0,30,2,Good,1,1,0,Gas
apartment,335000.0,2,C,0,34,2,Good,1,1,0,0
apartment,239500.0,1,NS,0,0,0,0,1,0,0,0
apartment,234500.0,1,NS,0,0,0,0,1,0,0,0
apartment,279500.0,2,NS,0,0,0,0,1,0,0,0
apartment,234500.0,1,NS,0,0,0,0,1,0,0,0
apartment,314500.0,2,NS,0,0,0,0,1,0,0,0
apartment,160000.0,3,D,0,38,3,Good,2,1,Installed,0
apartment,185000.0,2,C,0,0,2,As new,1,1,Installed,Fuel oil
apartment,249000.0,1,F,0,30,0,Good,1,1,0,Gas
apartment,190000.0,2,NS,0,56,3,Good,1,1,Installed,Electric
apartment,290000.0,2,C,0,33,2,As new,1,1,Hyper equipped,Electric
apartment,344000.0,2,B,0,44,3,As new,1,2,USA hyper equipped,0
apartment,129900.0,2,E,0,20,2,Good,1,1,USA installed,Fuel oil
apartment,169000.0,2,C,0,39,0,Good,1,1,0,Fuel oil
apartment,250000.0,2,C,0,38,2,Good,2,1,Semi equipped,Gas
apartment,275000.0,2,B,0,38,2,Good,2,1,Semi equipped,Gas
apartment,250000.0,2,C,0,38,2,Good,2,1,Semi equipped,Gas
apartment,315000.0,2,D,0,22,0,Good,2,1,Semi equipped,Fuel oil
apartment,315000.0,2,C,0,34,0,As new,2,1,Semi equipped,Fuel oil
apartment,280000.0,2,C,0,22,0,To be done up,2,1,Semi equipped,Fuel oil
apartment,250000.0,1,C,0,34,0,To be done up,2,1,Semi equipped,Fuel oil
apartment,270000.0,2,D,0,29,0,To be done up,2,1,Semi equipped,Fuel oil
apartment,250000.0,1,D,0,29,0,To be done up,2,1,Semi equipped,Fuel oil
apartment,315000.0,2,G,0,29,0,Good,2,1,Semi equipped,Fuel oil
apartment,277000.0,2,B,0,0,2,As new,1,0,Installed,0
apartment,199000.0,2,C,0,0,3,Good,1,0,0,Gas
apartment,559000.0,3,C,0,0,4,Good,1,0,Installed,Gas
apartment,420000.0,2,A,0,21,0,0,1,1,0,Gas
apartment,299000.0,2,B,0,45,2,As new,1,1,Hyper equipped,Gas
apartment,699000.0,8,E,0,0,0,Good,3,4,0,Gas
apartment,370000.0,2,B,0,0,3,Good,1,1,Hyper equipped,Gas
apartment,275000.0,3,NS,0,0,0,0,0,0,0,0
apartment,172000.0,2,B,0,0,2,As new,1,1,Installed,Gas
apartment,215000.0,2,D,0,17,2,As new,1,1,Installed,Gas
apartment,239000.0,2,A,0,0,0,Good,2,2,Installed,0
apartment,550000.0,3,E,0,0,4,Good,4,2,Installed,Gas
apartment,50000.0,3,C,0,0,3,As new,3,3,Installed,Gas
apartment,169000.0,1,B,0,30,2,As new,1,1,Installed,Gas
apartment,169000.0,1,B,0,0,2,As new,1,1,Installed,Gas
apartment,199000.0,2,B,0,30,0,0,1,1,Not installed,0
apartment,389000.0,3,B,0,0,0,0,2,1,Installed,Gas
apartment,375000.0,3,NS,0,0,2,Good,2,2,0,Gas
apartment,280000.0,1,NS,0,0,2,Good,0,1,0,Gas
apartment,229000.0,1,B,0,14,0,0,1,1,0,Gas
apartment,13.0,3,D,0,24,0,Good,1,1,Installed,Gas
apartment,310000.0,2,G,0,14,2,To renovate,2,1,USA installed,Gas
apartment,355000.0,2,NS,0,38,0,0,1,1,USA hyper equipped,0
apartment,589000.0,3,B,0,35,2,As new,4,2,Installed,Gas
apartment,140000.0,2,E,0,36,2,To be done up,2,1,Not installed,Gas
apartment,225000.0,2,NS,0,0,2,As new,1,1,Installed,Electric
apartment,324000.0,2,NS,0,0,2,As new,1,0,0,0
apartment,395000.0,3,C,0,55,4,0,1,1,Hyper equipped,Gas
apartment,395000.0,3,C,0,55,4,0,1,1,Hyper equipped,Gas
apartment,500000.0,2,G,0,35,2,Good,4,2,Hyper equipped,Gas
apartment,274000.0,2,C,0,0,2,Good,1,1,Hyper equipped,Gas
apartment,550000.0,2,NS,0,0,0,0,1,1,0,0
apartment,100.0,3,C,0,0,0,0,2,0,0,0
apartment,275000.0,1,D,0,0,0,As new,1,1,Installed,Electric
apartment,365000.0,1,A,0,0,0,As new,1,1,Installed,Gas
apartment,595000.0,3,D,0,0,0,As new,2,0,Installed,Electric
apartment,327500.0,2,NS,0,0,0,Good,0,0,0,0
apartment,205000.0,1,C,0,0,0,Good,1,0,0,0
apartment,430000.0,2,B,0,0,0,Good,1,1,0,Gas
apartment,625000.0,2,A,0,0,2,0,1,1,0,0
apartment,495000.0,2,NS,0,15,0,0,1,2,USA hyper equipped,Electric
apartment,280000.0,2,A,0,0,0,0,1,1,0,0
apartment,295000.0,2,A,0,0,0,0,1,1,0,0
apartment,417000.0,2,A,0,0,0,0,1,1,0,0
apartment,445000.0,2,A,0,0,0,0,1,0,0,0
apartment,135000.0,1,NS,0,0,0,As new,1,0,0,Fuel oil
apartment,83000.0,0,NS,0,0,0,Good,1,0,0,Fuel oil
apartment,108000.0,2,NS,0,0,0,As new,1,0,0,0
apartment,269000.0,3,B,0,45,0,As new,1,1,Installed,Gas
apartment,259000.0,2,B,0,0,2,As new,1,1,Installed,Gas
apartment,255000.0,3,B,0,0,2,To renovate,1,1,0,0
apartment,349000.0,2,E,0,0,0,Good,4,2,Installed,0
apartment,695000.0,2,C,0,0,0,As new,1,1,0,0
apartment,175000.0,1,B,0,0,0,0,1,1,0,0
apartment,250000.0,2,B,0,0,0,0,0,0,0,Gas
apartment,395000.0,3,C,0,0,0,To be done up,1,2,0,0
apartment,170000.0,2,NS,0,0,0,As new,1,0,0,Gas
apartment,180000.0,3,NS,0,0,0,As new,1,1,0,Fuel oil
apartment,100000.0,1,NS,0,0,0,As new,1,1,0,Fuel oil
apartment,259000.0,2,A,0,0,0,0,1,1,Installed,Gas
apartment,289000.0,2,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,280000.0,2,C,0,40,0,As new,1,1,0,0
apartment,255000.0,2,D,0,40,0,As new,1,1,0,0
apartment,249000.0,2,B,0,0,2,Good,1,0,0,Gas
apartment,25.0,2,B,0,0,2,Good,1,0,Installed,Gas
apartment,299000.0,2,C,0,0,0,As new,1,1,0,Gas
apartment,245000.0,2,C,0,31,3,Good,1,1,0,Gas
apartment,575000.0,3,B,0,0,2,As new,3,2,Hyper equipped,Gas
apartment,159000.0,2,D,0,0,2,Good,1,1,Semi equipped,Electric
apartment,25000.0,2,NS,0,25,3,0,1,1,0,0
apartment,430000.0,2,NS,0,33,0,0,2,2,0,Gas
apartment,495000.0,1,NS,0,0,2,Good,1,1,0,0
apartment,385000.0,2,B,0,32,0,Good,1,0,Hyper equipped,Gas
apartment,250000.0,3,B,0,0,2,Good,1,0,Installed,0
apartment,279900.0,2,B,0,33,2,Good,1,1,0,0
apartment,465000.0,2,B,0,0,0,0,1,1,0,0
apartment,430000.0,2,B,0,0,0,Good,1,1,0,Gas
apartment,435000.0,2,G,0,37,3,0,1,1,0,Gas
apartment,225000.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,213000.0,2,C,0,0,0,Good,0,0,0,Gas
apartment,395000.0,2,D,0,0,0,0,1,1,0,0
apartment,365000.0,2,NS,0,0,2,0,0,0,0,Gas
apartment,159000.0,1,NS,0,0,2,Just renovated,1,1,Installed,Gas
apartment,169000.0,2,C,0,24,0,Good,1,1,0,Gas
apartment,249000.0,3,C,0,0,3,0,1,2,Installed,Gas
apartment,499000.0,2,G,0,0,2,To renovate,1,1,0,Fuel oil
apartment,285000.0,2,F,0,22,4,Good,1,1,Semi equipped,Gas
apartment,285000.0,2,F,0,22,4,Good,1,1,Semi equipped,Gas
apartment,229000.0,2,B,0,0,0,0,1,1,Installed,Gas
apartment,4000.0,0,B,0,0,4,Good,0,0,Installed,Gas
apartment,465000.0,2,F,0,0,2,0,2,1,Installed,0
apartment,395000.0,2,G,0,23,2,0,1,1,Installed,0
apartment,250000.0,3,NS,0,0,0,As new,1,0,0,Fuel oil
apartment,180000.0,2,NS,0,0,0,As new,1,0,0,Gas
apartment,179000.0,4,NS,0,0,0,As new,2,0,0,Fuel oil
apartment,245000.0,2,D,0,30,1,0,1,1,Installed,0
apartment,22.0,2,A,0,0,0,As new,1,1,Hyper equipped,0
apartment,645000.0,2,B,0,0,2,As new,4,2,USA hyper equipped,Gas
apartment,670000.0,1,A,0,0,0,As new,2,1,USA hyper equipped,Gas
apartment,475000.0,1,B,0,20,2,Good,2,1,USA installed,Gas
apartment,670000.0,1,NS,0,0,0,As new,2,1,USA hyper equipped,Gas
apartment,218000.0,2,B,0,0,2,Good,1,1,Installed,Gas
apartment,119000.0,2,D,0,33,3,Good,2,1,Installed,Gas
apartment,319500.0,2,B,0,0,0,As new,1,1,Hyper equipped,Fuel oil
apartment,185000.0,2,F,0,0,2,To be done up,1,1,0,Electric
apartment,284000.0,2,NS,0,0,0,As new,0,0,0,0
apartment,310000.0,2,B,0,0,0,As new,1,1,Installed,Gas
apartment,300000.0,2,NS,0,0,0,0,1,1,0,Gas
apartment,220000.0,2,A,0,0,0,As new,1,1,Not installed,Gas
apartment,244000.0,2,A,0,0,0,As new,1,1,Not installed,Gas
apartment,181000.0,1,B,0,0,0,As new,1,1,0,0
apartment,273000.0,3,E,0,0,2,As new,1,1,0,Gas
apartment,285000.0,3,D,0,36,0,0,1,1,Semi equipped,Electric
apartment,50.0,2,B,0,0,2,0,1,0,0,0
apartment,179000.0,3,C,0,28,3,To be done up,1,1,0,Fuel oil
apartment,485000.0,2,NS,0,33,4,0,1,1,USA hyper equipped,0
apartment,460000.0,2,NS,0,32,4,0,1,1,USA hyper equipped,0
apartment,600000.0,3,NS,0,34,4,0,1,1,USA hyper equipped,0
apartment,260000.0,1,B,0,16,0,0,1,1,0,0
apartment,295000.0,2,D,0,30,0,As new,2,1,USA hyper equipped,0
apartment,160000.0,2,D,0,19,0,0,2,1,0,Gas
apartment,345000.0,2,A,0,0,0,As new,1,0,0,0
apartment,245000.0,2,B,0,0,3,To be done up,1,1,0,Gas
apartment,294000.0,2,NS,0,0,0,As new,1,0,0,0
apartment,299000.0,2,B,0,28,2,As new,1,2,Installed,Gas
apartment,285000.0,2,C,0,0,0,To be done up,1,0,0,0
apartment,365000.0,1,F,0,0,0,As new,2,1,USA hyper equipped,Fuel oil
apartment,189000.0,2,G,0,16,2,Good,1,1,Installed,Gas
apartment,179000.0,2,G,0,17,2,Good,1,1,Not installed,Gas
apartment,155000.0,2,B,0,30,2,Good,1,1,0,0
apartment,215000.0,2,B,0,27,2,Good,1,1,Hyper equipped,Gas
apartment,395000.0,4,C,0,32,2,To be done up,2,1,USA installed,Gas
apartment,235225.0,1,NS,0,0,3,As new,0,0,Hyper equipped,0
apartment,313140.0,2,NS,0,0,2,As new,1,0,Hyper equipped,0
apartment,269990.0,2,NS,0,0,0,As new,1,0,Hyper equipped,0
apartment,367835.0,3,NS,0,0,0,0,1,0,Hyper equipped,0
apartment,476150.0,3,NS,0,39,0,As new,3,1,USA hyper equipped,Gas
apartment,471150.0,3,NS,0,38,0,As new,3,1,USA hyper equipped,Gas
apartment,360000.0,2,A,0,42,3,As new,1,1,Installed,Gas
apartment,540000.0,2,NS,0,31,4,As new,2,2,USA hyper equipped,0
apartment,515000.0,2,NS,0,31,4,As new,2,2,USA hyper equipped,0
apartment,529000.0,2,NS,0,31,4,As new,2,2,USA hyper equipped,0
apartment,509000.0,2,NS,0,31,4,As new,2,2,USA hyper equipped,0
apartment,449000.0,2,NS,0,37,3,0,1,0,0,0
apartment,334507.0,2,NS,0,0,2,0,2,1,Hyper equipped,0
apartment,326430.0,2,NS,0,0,4,0,2,1,0,0
apartment,327688.0,2,NS,0,0,4,0,1,0,Hyper equipped,0
apartment,261166.0,1,NS,0,0,4,0,2,1,0,0
apartment,145000.0,2,NS,0,0,2,As new,2,0,0,0
apartment,184000.0,2,B,0,27,2,Good,1,1,0,0
apartment,312500.0,3,B,0,41,2,As new,1,1,Hyper equipped,Electric
apartment,329900.0,2,A,0,0,2,As new,1,0,0,0
apartment,339900.0,3,A,0,0,2,As new,1,0,0,0
apartment,329900.0,2,A,0,0,2,As new,1,0,0,0
apartment,345000.0,1,A,0,31,2,As new,1,1,USA hyper equipped,0
apartment,509000.0,3,A,0,50,2,As new,3,1,USA hyper equipped,0
apartment,302000.0,1,C,0,30,2,As new,2,1,USA hyper equipped,Gas
apartment,629000.0,3,A,0,41,2,As new,3,2,USA hyper equipped,0
apartment,415000.0,2,G,0,0,2,Good,1,1,Installed,Gas
apartment,169000.0,2,NS,0,0,2,To renovate,2,1,Not installed,Gas
apartment,220000.0,2,G,0,0,2,Good,2,1,USA installed,Gas
apartment,179000.0,1,G,0,24,2,As new,1,1,USA semi equipped,Gas
apartment,179000.0,1,G,0,24,2,As new,1,1,USA semi equipped,Gas
apartment,287000.0,2,A,0,0,4,Good,2,1,Installed,Gas
apartment,335000.0,2,C,0,0,0,As new,1,1,0,0
apartment,198000.0,1,A,0,0,0,0,1,1,Installed,Gas
apartment,430000.0,2,B,0,0,0,Good,1,2,Hyper equipped,0
apartment,329000.0,1,C,0,0,0,As new,1,1,Installed,Electric
apartment,309000.0,2,B,0,0,0,0,2,0,Installed,Gas
apartment,494400.0,3,NS,0,0,0,0,2,1,0,Gas
apartment,199000.0,2,D,0,0,0,To be done up,1,1,0,Gas
apartment,239500.0,2,A,0,0,0,0,1,1,0,Gas
apartment,229000.0,1,B,0,0,0,0,1,1,0,0
apartment,525000.0,2,A,0,0,0,As new,1,1,Hyper equipped,Gas
apartment,170.0,2,C,0,0,0,As new,1,1,0,0
apartment,190000.0,1,C,0,0,0,0,1,0,0,Electric
apartment,369000.0,4,B,0,47,0,0,1,1,Installed,Gas
apartment,195000.0,2,B,0,0,0,0,0,0,0,0
apartment,179000.0,1,A,0,0,0,As new,0,0,Installed,Gas
apartment,595000.0,2,B,0,0,0,0,1,2,Hyper equipped,Gas
apartment,290000.0,2,NS,0,42,0,0,1,1,Installed,Gas
apartment,297000.0,2,NS,0,47,0,0,1,1,Installed,Gas
apartment,262000.0,2,NS,0,35,0,0,1,1,Installed,Gas
apartment,225000.0,1,B,0,0,0,As new,1,0,Installed,Gas
apartment,225000.0,2,C,0,0,0,To be done up,1,1,Semi equipped,Electric
apartment,289100.0,2,NS,0,0,0,0,1,1,0,0
apartment,293900.0,2,NS,0,0,0,0,1,0,0,0
apartment,174900.0,2,A,0,0,0,0,1,1,Installed,Fuel oil
apartment,187000.0,2,C,0,0,0,0,1,1,0,0
apartment,199500.0,2,B,0,0,0,As new,1,1,Hyper equipped,0
apartment,185000.0,3,B,0,0,0,As new,1,0,USA installed,0
apartment,259000.0,1,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,229000.0,1,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,319000.0,2,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,279000.0,2,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,309000.0,2,NS,0,0,0,0,1,1,Hyper equipped,0
apartment,339000.0,2,NS,0,0,0,0,2,1,Hyper equipped,0
apartment,324000.0,3,B,0,0,0,Good,1,2,0,Gas
apartment,38.0,2,A,0,0,0,0,1,1,Installed,Gas
apartment,258819.0,2,NS,0,0,2,0,1,1,Installed,0
apartment,211931.0,1,NS,0,0,2,0,1,1,Installed,0
apartment,170000.0,1,G,0,0,2,To be done up,1,0,0,Gas
apartment,410000.0,2,B,0,0,0,As new,2,1,Installed,0
apartment,199000.0,2,B,0,0,0,As new,1,1,Installed,Fuel oil
apartment,358500.0,2,NS,0,0,0,0,1,2,0,0
apartment,337750.0,2,NS,0,0,0,0,2,2,0,0
apartment,89000.0,1,C,0,0,0,0,1,1,Installed,Fuel oil
apartment,248000.0,3,B,0,33,0,As new,1,1,Installed,Gas
apartment,250000.0,2,B,0,0,0,Good,1,1,Installed,Gas
apartment,209000.0,2,C,0,0,0,0,0,0,0,0
apartment,320000.0,2,A,0,34,0,0,1,1,Hyper equipped,0
apartment,325000.0,2,A,0,36,0,0,1,1,Hyper equipped,0
apartment,280000.0,2,A,0,24,0,0,1,0,Hyper equipped,0
apartment,265000.0,1,A,0,15,0,0,1,0,Hyper equipped,0
apartment,400000.0,3,A,0,38,0,0,2,1,Hyper equipped,0
apartment,320000.0,2,A,0,35,0,0,1,1,Hyper equipped,0
apartment,330000.0,2,A,0,32,0,0,1,0,Hyper equipped,0
apartment,296800.0,1,NS,0,28,0,0,1,1,0,Gas
apartment,430146.0,2,NS,0,33,0,0,1,1,0,Gas
apartment,292906.0,1,NS,0,28,0,0,1,1,0,Gas
apartment,302109.0,1,NS,0,28,0,0,1,1,0,Gas
apartment,363825.0,2,A,0,10,2,0,1,1,Installed,Gas
apartment,334370.0,2,A,0,16,2,0,1,1,Installed,Gas
apartment,429990.0,3,NS,0,16,0,As new,2,2,Installed,0
apartment,349990.0,3,NS,0,20,0,As new,1,2,Installed,0
apartment,355000.0,2,NS,0,20,0,0,1,1,Installed,0
apartment,233410.0,2,NS,0,0,0,0,0,0,0,0
apartment,257000.0,1,NS,0,16,0,0,1,1,Installed,0
apartment,247500.0,1,NS,0,15,0,0,1,1,Installed,0
apartment,335000.0,2,NS,0,17,0,0,1,1,Installed,0
apartment,25.0,2,C,0,0,0,As new,1,1,Installed,0
apartment,375000.0,3,B,0,50,2,As new,1,1,0,0
apartment,279900.0,2,D,0,0,2,Good,1,1,Installed,Gas
apartment,280000.0,2,C,0,0,2,Good,1,0,0,Gas
apartment,169000.0,3,B,0,0,2,To be done up,1,0,Installed,Gas
apartment,339000.0,2,B,0,0,0,Good,1,2,Semi equipped,Gas
apartment,119000.0,1,B,0,0,2,0,1,1,Semi equipped,Fuel oil
apartment,610000.0,3,NS,0,41,2,Good,2,2,0,Gas
apartment,595000.0,3,A,0,41,2,Good,2,2,0,Gas
apartment,625000.0,3,NS,0,41,2,Good,2,2,0,Gas
apartment,142500.0,1,G,0,22,0,To be done up,1,0,Semi equipped,Gas
apartment,375000.0,3,A,0,0,0,Good,2,2,USA hyper equipped,Gas
apartment,195000.0,3,B,0,33,2,To be done up,1,1,Installed,Gas
apartment,175000.0,2,E,0,35,0,Good,1,1,USA installed,Gas
apartment,339000.0,2,C,0,50,2,0,2,1,USA hyper equipped,Gas
apartment,299900.0,3,B,0,34,0,To be done up,1,1,Installed,0
apartment,159000.0,2,E,0,0,2,Good,1,1,0,0
apartment,315000.0,2,NS,0,0,2,Good,0,0,0,0
apartment,379000.0,2,NS,0,0,2,As new,2,0,0,0
apartment,389000.0,2,NS,0,0,2,As new,2,0,0,0
apartment,169000.0,2,D,0,26,2,0,1,2,Installed,Electric
apartment,499000.0,0,NS,0,0,2,Good,0,0,0,0
apartment,175000.0,2,B,0,30,2,0,1,1,0,0
apartment,150000.0,3,D,0,0,4,0,1,0,0,Fuel oil
apartment,150000.0,2,D,0,0,4,0,1,0,0,Fuel oil
apartment,129500.0,2,C,0,27,2,Good,1,1,0,0
apartment,269000.0,2,A,0,0,2,Good,1,1,Installed,0
apartment,79000.0,1,C,0,0,2,Good,1,1,Installed,Electric
apartment,249000.0,2,B,0,0,2,As new,1,1,0,0
apartment,355000.0,2,C,0,0,2,Good,1,0,Installed,0
apartment,119000.0,2,F,0,40,0,Good,1,1,Semi equipped,Pellet
apartment,185000.0,2,E,0,0,2,Good,1,1,Semi equipped,Gas
apartment,425000.0,2,G,0,34,2,To renovate,1,2,0,Gas
apartment,475000.0,3,C,0,40,0,Good,1,2,Semi equipped,Fuel oil
apartment,575000.0,2,B,0,34,2,Good,1,2,Installed,Fuel oil
apartment,215000.0,2,C,0,0,2,Good,1,1,Installed,Gas
apartment,297000.0,2,B,0,0,2,Just renovated,1,1,Installed,Gas
apartment,299000.0,2,A,0,0,2,0,1,1,Installed,Gas
apartment,490000.0,4,B,0,28,2,Good,1,1,Installed,Gas
apartment,210000.0,2,C,0,31,2,Good,1,2,Installed,Gas
apartment,349000.0,4,B,0,40,2,Good,1,2,Installed,Gas
apartment,184000.0,1,C,0,35,2,Good,1,1,Installed,Gas
apartment,199000.0,1,B,0,30,4,Just renovated,1,0,Installed,Gas
apartment,235000.0,2,B,0,25,2,Just renovated,1,1,Installed,Gas
apartment,229000.0,2,B,0,25,2,Just renovated,1,1,Installed,Gas
apartment,245000.0,2,C,0,38,3,Good,1,1,Installed,Gas
apartment,259000.0,2,D,0,38,3,To be done up,1,1,Installed,Gas
apartment,289000.0,2,B,0,40,4,Just renovated,1,1,Installed,Gas
apartment,265000.0,2,B,0,45,2,Just renovated,1,1,Installed,Gas
apartment,229000.0,2,B,0,35,2,To be done up,1,1,Semi equipped,Gas
apartment,320000.0,2,B,0,0,0,0,1,1,Semi equipped,Electric
apartment,235000.0,2,B,0,33,0,As new,1,0,Hyper equipped,Gas
apartment,480000.0,3,NS,0,0,2,0,1,2,Installed,Fuel oil
apartment,450000.0,2,D,0,0,3,As new,2,1,0,0
apartment,495000.0,3,C,0,0,2,Good,3,0,0,Gas
apartment,395000.0,2,C,0,22,2,To renovate,1,1,0,0
apartment,420000.0,1,NS,0,29,4,0,1,1,USA hyper equipped,0
apartment,40.0,2,C,0,0,2,To be done up,1,0,0,Gas
apartment,199000.0,2,NS,0,34,2,0,1,1,Semi equipped,Gas
apartment,199000.0,1,E,0,20,2,0,1,1,Installed,Gas
apartment,237000.0,3,D,0,35,0,Good,1,1,0,Electric
apartment,190000.0,2,NS,0,0,0,As new,2,0,0,0
apartment,315000.0,2,NS,0,0,0,As new,1,0,0,0
apartment,290000.0,1,NS,0,32,4,0,1,1,USA hyper equipped,0
apartment,260000.0,2,C,0,0,2,Good,0,0,0,Gas
apartment,275000.0,2,D,0,38,2,To renovate,1,1,0,Gas
apartment,275000.0,1,F,0,24,2,To be done up,1,1,0,Gas
apartment,273313.0,2,NS,0,0,0,0,1,0,0,0
apartment,319128.0,2,NS,0,0,0,0,1,0,0,0
apartment,374121.0,4,NS,0,0,0,0,1,0,0,0
apartment,265656.0,2,NS,0,0,0,0,1,0,0,0
apartment,361246.0,4,NS,0,0,0,0,1,0,0,0
apartment,345000.0,3,B,0,40,2,To renovate,2,2,Not installed,0
apartment,235000.0,3,C,0,0,2,Good,1,2,Installed,Gas
